Date,Close,High,Low,Open,Volume
12/5/2022,182.4499969,191.2700043,180.5500031,189.4400024,93122700
12/6/2022,179.8200073,183.6499939,175.3300018,181.2200012,92150800
12/7/2022,174.0399933,179.3800049,172.2200012,175.0299988,84213300
12/8/2022,173.4400024,175.1999969,169.0599976,172.1999969,97624500
12/9/2022,179.0500031,182.5,173.3600006,173.8399963,104872300
12/12/2022,167.8200073,177.3699951,167.5200043,176.1000061,109794500
12/13/2022,160.9499969,175.0500031,156.9100037,174.8699951,175862700
12/14/2022,156.8000031,161.6199951,155.3099976,159.25,140682300
12/15/2022,157.6699982,160.9299927,153.2799988,153.4400024,122334500
12/16/2022,150.2299957,160.9900055,150.0399933,159.6399994,139032200
12/19/2022,149.8699951,155.25,145.8200073,154,139390600
12/20/2022,137.8000031,148.4700012,137.6600037,146.0500031,159563300
12/21/2022,137.5700073,141.2599945,135.8899994,139.3399963,145417400
12/22/2022,125.3499985,136.6300049,122.2600021,136,210090300
12/23/2022,123.1500015,128.6199951,121.0199966,126.3700027,166989700
12/27/2022,109.0999985,119.6699982,108.7600021,117.5,208643400
12/28/2022,112.7099991,116.2699966,108.2399979,110.3499985,221070500
12/29/2022,121.8199997,123.5699997,117.5,120.3899994,221923300
12/30/2022,123.1800003,124.4800034,119.75,119.9499969,157777300
1/3/2023,108.0999985,118.8000031,104.6399994,118.4700012,231402800
1/4/2023,113.6399994,114.5899963,107.5199966,109.1100006,180389000
1/5/2023,110.3399963,111.75,107.1600037,110.5100021,157986300
1/6/2023,113.0599976,114.3899994,101.8099976,103,220911100
1/9/2023,119.7699966,123.5199966,117.1100006,118.9599991,190284000
1/10/2023,118.8499985,122.7600021,114.9199982,121.0699997,167642500
1/11/2023,123.2200012,125.9499969,120.5100021,122.0899963,183810800
1/12/2023,123.5599976,124.1299973,117,122.5599976,169400900
1/13/2023,122.4000015,122.6299973,115.5999985,116.5500031,180714100
1/17/2023,131.4900055,131.6999969,125.0199966,125.6999969,186477000
1/18/2023,128.7799988,136.6799927,127.0100021,136.5599976,195680300
1/19/2023,127.1699982,129.9900055,124.3099976,127.2600021,170291900
1/20/2023,133.4199982,133.5099945,127.3499985,128.6799927,138858100
1/23/2023,143.75,145.3800049,134.2700043,135.8699951,203119200
1/24/2023,143.8899994,146.5,141.1000061,143,158699100
1/25/2023,144.4299927,146.4100037,138.0700073,141.9100037,192734300
1/26/2023,160.2700043,161.4199982,154.7599945,159.9700012,234815100
1/27/2023,177.8999939,180.6799927,161.1699982,162.4299927,306590600
1/30/2023,166.6600037,179.7700043,166.5,178.0500031,230878800
1/31/2023,173.2200012,174.3000031,162.7799988,164.5700073,196813500
2/1/2023,181.4100037,183.8099976,169.9299927,173.8899994,213806300
2/2/2023,188.2700043,196.75,182.6100006,187.3300018,217448300
2/3/2023,189.9799957,199,183.6900024,183.9499969,232662000
2/6/2023,194.7599945,198.1699982,189.9199982,193.0099945,186188100
2/7/2023,196.8099976,197.5,189.5500031,196.4299927,186010300
2/8/2023,201.2899933,203,194.3099976,196.1000061,180673600
2/9/2023,207.3200073,214,204.7700043,207.7799988,215431400
2/10/2023,196.8899994,206.1999969,192.8899994,202.2299957,204754100
2/13/2023,194.6399994,196.3000031,187.6100006,194.4199982,172475500
2/14/2023,209.25,209.8200073,189.4400024,191.9400024,216455700
2/15/2023,214.2400055,214.6600037,206.1100006,211.7599945,181006400
2/16/2023,202.0399933,217.6499939,201.8399963,210.7799988,229586500
2/17/2023,208.3099976,208.4400024,197.5,199.9900055,213738500
2/21/2023,197.3699951,209.7100067,197.2200012,204.9900055,180018600
2/22/2023,200.8600006,201.9900055,191.7799988,197.9299927,191828500
2/23/2023,202.0700073,205.1399994,196.3300018,203.9100037,146360000
2/24/2023,196.8800049,197.6699982,192.8000031,196.3300018,142228100
2/27/2023,207.6300049,209.4199982,201.2599945,202.0299988,161028300
2/28/2023,205.7100067,211.2299957,203.75,210.5899963,153144900
3/1/2023,202.7700043,207.1999969,198.5200043,206.2100067,156852800
3/2/2023,190.8999939,193.75,186.0099945,186.7400055,181500700
3/3/2023,197.7899933,200.4799957,192.8800049,194.8000031,154193300
3/6/2023,193.8099976,198.6000061,192.3000031,198.5399933,128100100
3/7/2023,187.7100067,194.1999969,186.1000061,191.3800049,148125800
3/8/2023,182,186.5,180,185.0399933,151897800
3/9/2023,172.9199982,185.1799927,172.5099945,180.25,170023800
3/10/2023,173.4400024,178.2899933,168.4400024,175.1300049,191488900
3/13/2023,174.4799957,177.3500061,163.9100037,167.4600067,167790300
3/14/2023,183.2599945,183.8000031,177.1399994,177.3099976,143717900
3/15/2023,180.4499969,182.3399963,176.0299988,180.8000031,145995600
3/16/2023,184.1300049,185.8099976,178.8399963,180.3699951,121136800
